Full name:,Date of birth:,Place of birth:,Age:,Height:,Citizenship:,Position:,Foot:,Player agent:,                            Current club:                        ,Joined:,Contract expires:,Date of last contract extension:,Outfitter:,Social-Media:,Market Value,Name in home country:,Contract option:,On loan from:,Contract there expires:,2nd club:,3nd club:
Granit Xhaka,"Sep 27, 1992 ",Basel   ,29,"1,86 m",  Switzerland                            ,                            midfield - Defensive Midfield                        ,left,Signature - ISCM AG ,Arsenal FC ,"                                Jul 1, 2016                            ","Jun 30, 2024","Aug 23, 2021",Puma,"['http://www.facebook.com/GranitXhaka/', 'http://www.instagram.com/granitxhaka/']",                $22.00m                ,,club option 1 year,,,,
Mohamed Elneny,"Jul 11, 1992 ",Mahalla   ,30,"1,79 m",  Egypt                            ,                            midfield - Defensive Midfield                        ,right,DW Sports Management ,Arsenal FC ,"                                Jan 14, 2016                            ","Jun 30, 2023","May 25, 2022",adidas,"['http://twitter.com/ElNennyM', 'http://www.facebook.com/ElNennyM/', 'http://www.instagram.com/elnennym/']",                $12.10m                ,Mohamed Naser Elsayed Elneny / محمد النني,Option for a further year,,,,
Albert Sambi Lokonga,"Oct 22, 1999 ",Verviers   ,22,"1,83 m",  Belgium  DR Congo                            ,                            midfield - Central Midfield                        ,right,Stirr Associates ,Arsenal FC ,"                                Jul 19, 2021                            ","Jun 30, 2026",,,['http://www.instagram.com/sambilokonga48/'],                $15.40m                ,Albert Mboyo Sambi Lokonga,,,,,
Bukayo Saka,"Sep 5, 2001 ",London   ,20,"1,78 m",  England  Nigeria                            ,                            midfield - Right Midfield                        ,left,Elite Project Group Ltd ,Arsenal FC ,"                                Jul 1, 2019                            ","Jun 30, 2024","Jul 1, 2020",New Balance,"['http://twitter.com/BukayoSaka87', 'http://www.instagram.com/bukayosaka87/']",                $71.50m                ,,,,,,
Ainsley Maitland Niles,"Aug 29, 1997 ",London   ,24,"1,80 m",  England  Jamaica                            ,                            midfield - Right Midfield                        ,right,Colossal Sports Management ,Arsenal FC ,"                                Jul 1, 2017                            ","Jun 30, 2023",,Nike,"['http://twitter.com/MaitlandNiles', 'http://www.instagram.com/maitlandniles/']",                $11.00m                ,Ainsley Cory Maitland-Niles,,,,,
Martin Odegaard,"Dec 17, 1998 ",Drammen   ,23,"1,78 m",  Norway                            ,                            midfield - Attacking Midfield                        ,left,Nordic Sky ,Arsenal FC ,"                                Aug 20, 2021                            ","Jun 30, 2025",,Nike,"['http://twitter.com/martinio98', 'http://www.instagram.com/odegaard.98/']",                $49.50m                ,Martin Ødegaard,,,,,
Emile Smith Rowe,"Jul 28, 2000 ",London   ,22,"1,82 m",  England                            ,                            midfield - Attacking Midfield                        ,right,Jordan Wise ,Arsenal FC ,"                                Aug 1, 2020                            ","Jun 30, 2026","Jul 22, 2021",Nike,"['http://twitter.com/emilesmithrowe', 'http://www.instagram.com/esr/', 'http://vm.tiktok.com/ZMNRgUPfE']",                $44.00m                ,,,,,,
Fabio Vieira,"May 30, 2000 ",Santa Maria da Feira   ,22,"1,70 m",  Portugal                            ,                            midfield - Attacking Midfield                        ,left,Gestifute ,Arsenal FC ,"                                Jul 1, 2022                            ","Jun 30, 2027",,,['http://www.instagram.com/fabiodfvieira/'],                $27.50m                ,Fábio Daniel Ferreira Vieira,,,,,
Gabriel Martinelli,"Jun 18, 2001 ",Guarulhos   ,21,"1,76 m",  Brazil  Italy                            ,                            attack - Left Winger                        ,right,TFM Agency ,Arsenal FC ,"                                Jul 2, 2019                            ","Jun 30, 2024","Jul 3, 2020",adidas,['http://www.instagram.com/ga_martinelli01/'],                $44.00m                ,Gabriel Teodoro Martinelli Silva,club option 1 year,,,,
Nicolas Pepe,"May 29, 1995 ",Mantes-la-Jolie   ,27,"1,83 m",  Cote d'Ivoire  France                            ,                            attack - Right Winger                        ,left,LF360 ,Arsenal FC ,"                                Aug 1, 2019                            ","Jun 30, 2024",,Nike,['http://instagram.com/nicolas.pepe19/'],                $27.50m                ,,,,,,
Marquinhos,"Apr 7, 2003 ",São Paulo   ,19,"1,75 m",  Brazil                            ,                            attack - Right Winger                        ,left,OTB Sports ,Arsenal FC ,"                                Jul 1, 2022                            ","Jun 30, 2027",,Nike,"['http://twitter.com/_marquinhos011', 'http://instagram.com/_marquinhos011']",                $7.70m                ,,,,,,
Reiss Nelson,"Dec 10, 1999 ",London   ,22,"1,75 m",  England                            ,                            attack - Right Winger                        ,right,Relatives ,Arsenal FC ,"                                Jul 1, 2019                            ","Jun 30, 2023","Aug 31, 2018",adidas,"['http://twitter.com/reissnelson9', 'http://www.facebook.com/ReissNelsonOfficial/', 'http://www.instagram.com/reissnelson/', 'http://www.tiktok.com/@reissnelson']",                $7.15m                ,Reiss Luke Nelson,,,,,
Gabriel Jesus,"Apr 3, 1997 ",São Paulo   ,25,"1,75 m",  Brazil                            ,                            attack - Centre-Forward                        ,right,Energy Sports ,Arsenal FC ,"                                Jul 4, 2022                            ","Jun 30, 2027",,adidas,"['http://twitter.com/gabrieljesus9', 'http://www.facebook.com/gabrieljesus/', 'http://www.instagram.com/dejesusoficial/']",                $55.00m                ,Gabriel Fernando de Jesus,,,,,
Eddie Nketiah,"May 30, 1999 ",London   ,23,"1,75 m",  England  Ghana                            ,                            attack - Centre-Forward                        ,right,Elite Project Group Ltd ,Arsenal FC ,"                                Jan 1, 2019                            ","Jun 30, 2027","Jun 18, 2022",Nike,"['http://twitter.com/eddienketiah9', 'http://www.instagram.com/eddienketiah/']",                $17.60m                ,Edward Keddar Nketiah,,,,,
Emiliano Martinez,"Sep 2, 1992 ",Mar del Plata   ,29,"1,95 m",  Argentina                            ,                            Goalkeeper                        ,right,Twenty Two S.A. ,Aston Villa ,"                                Sep 16, 2020                            ","Jun 30, 2027","Jan 21, 2022",Puma,"['http://twitter.com/emimartinezz1', 'http://t.co/W0YOCi28F6', 'http://t.co/oqYxin8T1R']",                $30.80m                ,Damián Emiliano Martínez Romero,,,,,
Robin Olsen,"Jan 8, 1990 ",Malmö   ,32,"1,96 m",  Sweden  Denmark                            ,                            Goalkeeper                        ,right,HCM Sports Management ,Aston Villa ,"                                Jul 1, 2022                            ",-,,Nike,['http://www.instagram.com/robinolsen25/?hl=it'],                $2.20m                ,Robin Patrick Olsen,,,,,
Jed Steer,"Sep 23, 1992 ",Norwich   ,29,"1,83 m",  England  Scotland                            ,                            Goalkeeper                        ,left,ICM Stellar Sports ,Aston Villa ,"                                Jul 1, 2013                            ","Jun 30, 2023","Jun 20, 2019",,['http://twitter.com/JedSteer'],                $660Th.                ,Jed John Steer,,,,,
Diego Carlos,"Mar 15, 1993 ",Barra Bonita (SP)   ,29,"1,85 m",  Brazil  Spain                            ,                            Defender - Centre-Back                        ,right,Bertolucci Sports ,Aston Villa ,"                                Jul 1, 2022                            ","Jun 30, 2026",,,['http://www.instagram.com/d.carlos03/'],                $44.00m                ,,,,,,
Tyrone Mings,"Mar 13, 1993 ",Bath   ,29,"1,96 m",  England                            ,                            Defender - Centre-Back                        ,left,Wasserman ,Aston Villa ,"                                Jul 8, 2019                            ","Jun 30, 2024","Sep 21, 2020",Under Armour,['http://twitter.com/OfficialTM_3'],                $33.00m                ,Tyrone Deon Mings,,,,,
Ezri Konsa,"Oct 23, 1997 ",London   ,24,"1,83 m",  England  DR Congo                            ,                            Defender - Centre-Back                        ,right,ICM Stellar Sports ,Aston Villa ,"                                Jul 11, 2019                            ","Jun 30, 2026","Apr 2, 2021",,"['http://twitter.com/EKonsa15', 'http://www.instagram.com/ezrikonsa/']",                $24.20m                ,Ezri Konsa Ngoyo,club option 1 year,,,,
Calum Chambers,"Jan 20, 1995 ",Petersfield   ,27,"1,82 m",  England                            ,                            Defender - Centre-Back                        ,right,Relatives ,Aston Villa ,"                                Jan 27, 2022                            ","Jun 30, 2025",,Nike,"['http://twitter.com/CalumChambers95', 'http://www.facebook.com/CalumChambers95', 'http://www.instagram.com/calumchambers95/']",                $11.00m                ,,,,,,
Kortney Hause,"Jul 16, 1995 ",Redbridge   ,27,"1,91 m",  England  Bermuda                            ,                            Defender - Centre-Back                        ,left,PowerHause SG ,Aston Villa ,"                                Jul 1, 2019                            ","Jun 30, 2025","Jan 21, 2022",adidas,"['http://twitter.com/Kortney_30', 'http://www.instagram.com/Kort30haus/']",                $4.40m                ,Kortney Paul Duncan Hause,,,,,
